client_id;metadata_date_conversation;metadata_duration;metadata_language;identite_genre;identite_age;identite_statut_relationnel;identite_profession;localisation_europe;mobilite_rythme_vie_frequence_deplacement;lifestyle_centres_interet_sport_individuel;lifestyle_centres_interet_art_culture;style_personnel_couleurs_preferees;style_personnel_matieres_preferees;style_personnel_pieces_favorites;projet_achat_motif;projet_achat_budget;reseau_influence_influence;suivi_action;suivi_echeance;suivi_canal_contact;metadata_client_regime_alimentaire;metadata_client_allergies;lifestyle_centres_interet_voyage;localisation_moyen_orient_asie;localisation_amerique;lifestyle_centres_interet_sport_collectif;metadata_profile_version;identite_langue_parlee;identite_profession_secteur_tech_digital;lifestyle_centres_interet_sport_individuel_endurance;lifestyle_centres_interet_voyage_experience;style_personnel_couleurs_preferees_neutres_intemporelles;style_personnel_couleurs_preferees_metalliques;style_personnel_matieres_preferees_naturelles;style_personnel_matieres_preferees_alternatives;style_personnel_pieces_favorites_sacs;projet_achat_motif_role_offrir;preferences_contraintes_regime;preferences_contraintes_valeurs;identite_profession_secteur_entrepreneur_dirigeant;identite_profession_secteur_cadre_manager;identite_profession_secteur_mode_luxe;style_personnel_couleurs_preferees_tons_chauds;style_personnel_pieces_favorites_chaussures;style_personnel_pieces_favorites_accessoires;identite_profession_secteur_profession_liberale;identite_profession_secteur_art_creation;lifestyle_centres_interet_sport_individuel_bien_etre;lifestyle_centres_interet_sport_individuel_outdoor;style_personnel_couleurs_preferees_tons_froids;identite_profession_secteur_medias_communication;identite_profession_secteur_finance_investissement;lifestyle_centres_interet_musique_electronique;lifestyle_centres_interet_musique_classique_elegant;identite_profession_secteur_autres;projet_achat_motif_role_pour_soi;projet_achat_marques_preferees_louis_vuitton;identite_profession_secteur_sport;lifestyle_centres_interet_sport_individuel_raquette;lifestyle_centres_interet_musique_moderne_populaire
CA_180;2026-03-17;42 min;Allemand;Femme;;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine, Noir;Or;;;;;Aucun;;;;;;;;;;;;;;;;;;;;;;
CA_181;2026-03-17;31 min;Français;Femme;26-35;Fidèle;;Paris;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;Tokyo;;;2.0;Français;Ingénieur;;;Beige;Or;Cuir, Lin;;Sac à main;;Pescetarien;Qualité & savoir-faire;;;;Rouge;;Montres;;Artiste;Yoga;;;;;;;;;;;;
CA_182;2026-03-18;46 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Noir;Or;Cuir;;;Cadeau;Pescetarien;;;;Styliste;Rouge, Cognac;;Montres;;;;;;Marketing;Banquier;;;;;;;;
CA_183;2026-03-18;34 min;Italien;Femme;;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;Tokyo;;;2.0;Français;Ingénieur;;;Beige, Marine;Or;;;;;Vegetarien;;;;;;;;Médecin;;;;;;;;;;;;;;
CA_184;2026-03-19;37 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;Dubai;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Vegetarien;;;;;Rouge, Cognac;;;;;;;Vert;;;;;;;;;;
CA_185;2026-03-19;40 min;Allemand;Femme;;Nouveau;;Berlin;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;New York;;2.0;Français;Ingénieur;;;Beige;Or;Lin;;;;Aucun;;;;;;;;;;;;;;;;;;;;;;
CA_186;2026-03-20;29 min;Français;Autre;26-35;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel, Détente;Gris, Noir;Or;Cuir;Matières vegan;Sac à main;;Vegetarien;;;;Styliste;;;Montres;;;;Ski;;Marketing;;Electro;;;;;;;
CA_187;2026-03-20;45 min;Anglais;Femme;26-35;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine, Noir;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;;;Montres;;;;;;;Banquier;;;;;;;;
CA_188;2026-03-21;32 min;Italien;Femme;46-55;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;Lin;;;;Aucun;Exclusivité;;;Styliste;;;;;;;;;Marketing;;;;;;;;Tennis;
CA_189;2026-03-21;36 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;;;;;Vegetarien;;;;;Rouge;;;;;Yoga;;;;;;;;;;;;
CA_190;2026-03-24;43 min;Allemand;Femme;18-25;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;;;;Beige, Noir;Or;;;;;Aucun;;;;;;;;;;;;;;;;;;;;;;
CA_191;2026-03-24;28 min;Français;Femme;36-45;Fidèle;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;Détente;Beige;Or;;Matières vegan;Sac à main;;Vegane;Exclusivité, Éthique / durable;;;Styliste;;;Montres;;;;;;;;;;;;;;;
CA_192;2026-03-25;47 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Luxe;Beige;Or;Cuir, Lin;;;Cadeau;Pescetarien;Exclusivité;;;;Cognac, Rouge;;Montres;Avocat, Médecin;;;;;Marketing;Banquier;;;;;;;;
CA_193;2026-03-25;33 min;Italien;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;Lin;;;;Aucun;;;;;;;;;;;;;;;;;;;;;;
CA_194;2026-03-26;38 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;Lin;;Sac à main;;Aucun;;;;;Bordeaux, Cognac, Rouge;;;;;;;;;;;;;;;;;
CA_195;2026-03-26;41 min;Allemand;Femme;;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine;Or;;;;;Aucun;;;;;;;;;;Yoga;;;;;;;;;;;;
CA_196;2026-03-27;30 min;Français;Femme;36-45;VIP;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;Luxe;;Or;Cuir;;Sac à main;;Pescetarien;Exclusivité;;;Styliste;Bordeaux, Cognac, Rouge;;Montres;;;;;;;;;;;;;;;
CA_197;2026-03-27;45 min;Anglais;Autre;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Noir;Or;Cuir;;;Cadeau;Vegetarien;Exclusivité;;;;Cognac;;Montres;Médecin;;;;;;Banquier;;;;;;;;
CA_198;2026-03-28;34 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;;;;;Aucun;Exclusivité;;;;Cognac;;;;;;Golf;;Marketing;;;;;;;;;
CA_199;2026-03-28;37 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;Lin;;;;Vegetarien;;;;Styliste;Rouge;;;;;;;;Marketing;;;;;;;;;
CA_200;2026-03-31;42 min;Allemand;Femme;;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;;;;Beige, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_201;2026-03-31;31 min;Français;Femme;36-45;VIP;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Luxe;Marine, Noir;Or;Cuir;;Sac à main;;Vegetarien;Qualité & savoir-faire;;;Styliste;;;Montres;Architecte;;;;;;;;;;Plaisir personnel;;;;
CA_202;2026-04-01;43 min;Anglais;Femme;;VIP;;London;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;Singapore, Hong Kong;New York;;2.0;Français;Ingénieur;;Détente, Luxe;Beige, Marine, Noir;Or;Cuir;;Sac à main;;Pescetarien;Exclusivité;;;;;;Montres;;;;;;;Banquier;;;;;;;;
CA_203;2026-04-01;35 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Vegetarien;Exclusivité;;;;Cognac;;;Architecte;;;;;;;;;;;;;;
CA_204;2026-04-02;38 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine;Or;;;;;Aucun;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_205;2026-04-02;40 min;Allemand;Femme;;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;Electro;;;;;;;Pop
CA_206;2026-04-03;29 min;Français;Autre;26-35;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;Culturel;Gris, Noir;Or;Cuir;;Sac à main;;Vegetarien;;;;Styliste;Rouge;;Montres;;;;;;;;;;;;;;;
CA_207;2026-04-03;44 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;Cuir;;;Diplome, Cadeau;Vegetarien;Exclusivité;;;;Rouge, Cognac;;Montres;Médecin;;;;;;;;;;;;;;
CA_208;2026-04-04;33 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;;;;;Aucun;Exclusivité;;;;Cognac;;;Avocat;;;;;;;;;;;;;;
CA_209;2026-04-04;36 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Vegetarien;;;;;;;;;;;;;;;;;;;;;;
CA_210;2026-04-07;42 min;Allemand;Femme;;Nouveau;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;Lin;Matières vegan;;;Vegane;;;;Styliste;;;;;;;;;;;Electro;;;;;;;
CA_211;2026-04-07;30 min;Français;Femme;36-45;Fidèle;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;;Matières vegan;Sac à main;;Vegane;Éthique / durable;;;;;;;Avocat;;;;;;;;;;;;;;
CA_212;2026-04-08;46 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Luxe;Gris, Noir;Or;Cuir;;;Cadeau;Aucun;;;;Styliste;Rouge;;Montres;;;;;;;Banquier;Electro;;;;;;;
CA_213;2026-04-08;34 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine;Or;;;;;Vegetarien;;;;;;;;Médecin;;Yoga;;;;;;;;;;;;
CA_214;2026-04-09;37 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Marine;Or;;;;;Aucun;;;;Styliste;Rouge;;;;;;;;;;;;;;;;;
CA_215;2026-04-09;40 min;Allemand;Femme;;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_216;2026-04-10;28 min;Français;Femme;26-35;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;Cuir;;Sac à main;;Vegetarien;;;;;;;Montres;;;;;;;;;;;Plaisir personnel;;;;
CA_217;2026-04-10;45 min;Anglais;Autre;26-35;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Marine, Noir;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;;;Montres;Médecin;;;;;;;;;;;;;;
CA_218;2026-04-11;32 min;Italien;Homme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;Lin;;;;Vegetarien;Exclusivité;;;;;;;;Artiste;;;;;;;;;;;;;
CA_219;2026-04-11;38 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Gris, Noir, Marine;Or;;;;;Aucun;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_220;2026-04-14;43 min;Allemand;Femme;;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine, Noir;Or;;;;;Aucun;;;;;;;;;;;;;;Banquier;;;;;;;;
CA_221;2026-04-14;31 min;Français;Femme;36-45;VIP;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel;Beige;Or;Cuir;;Sac à main;;Vegetarien;Exclusivité, Qualité & savoir-faire;;;;Bordeaux, Cognac;;Montres;;Artiste;;;;;;;;;Plaisir personnel;;;;
CA_222;2026-04-15;47 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir, Marine;Or;Cuir;;;Cadeau;Pescetarien;;;;Styliste;Rouge, Cognac;;Montres;Avocat, Médecin;;;;;Marketing;Banquier;;;;;;;;
CA_223;2026-04-15;35 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Aucun;;;;;Cognac;;;;;Yoga;;;;;;;;;;;;
CA_224;2026-04-16;39 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;;;;;Vegetarien;Éthique / durable;;;Styliste;;;;;;;;Vert;;;;;;;;;;
CA_225;2026-04-16;41 min;Allemand;Femme;;Régulier;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;Dubai;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Aucun;;;;;;;;;;Yoga;;;;;;;;;;;;
CA_226;2026-04-17;33 min;Français;Femme;36-45;Nouveau;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;Cuir;;Sac à main;;Vegetarien;;;;;Rouge, Cognac;;Montres;;;;;;;;;;;;;;;
CA_227;2026-04-17;46 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine, Noir;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;;;Montres;Médecin;;;;;;;Electro;;;;;Athlète;;
CA_228;2026-04-18;34 min;Italien;Homme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;Lin;;;;Aucun;Exclusivité;;;;Cognac;;;;;;;;;;;;;;;;;
CA_229;2026-04-18;37 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Marine;Or;Lin;;;;Vegetarien;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_230;2026-04-21;42 min;Allemand;Femme;;Régulier;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_231;2026-04-21;30 min;Français;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;Culturel;Beige, Noir, Marine;Argent, Or;Cuir, Lin;Matières vegan;Sac à main;;Vegetarien;Éthique / durable;;;Styliste;Rouge;;Montres;;;;;;Marketing;;;;;;;;;
CA_232;2026-04-22;44 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Aventure, Luxe;Beige, Noir, Marine;Or;Cuir;;;Cadeau, Anniversaire;Pescetarien;;;;;Rouge, Cognac;;Montres;;;;;;Marketing;Banquier;;;;;;;;
CA_233;2026-04-22;36 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;Dubai;;;2.0;Français;Ingénieur;;;Beige, Marine, Blanc;Or;;;;;Aucun;Exclusivité;;;;;;;Architecte;;;;;;;;;;;;;;
CA_234;2026-04-23;38 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;;Marine;Or;;;;;Aucun;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_235;2026-04-23;40 min;Allemand;Femme;;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Aucun;;;;;Cognac;;;;;;;;;;;;;;;;;
CA_236;2026-04-24;32 min;Français;Femme;36-45;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Noir;Or;Cuir;;Sac à main;;Vegetarien;;;;Styliste;;;Montres;;;;;;;;;;;;;;;
CA_237;2026-04-24;45 min;Anglais;Femme;26-35;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Marine, Noir;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;;;Montres;;;;;;;Banquier;;;;;;;;
CA_238;2026-04-25;35 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Marine, Noir;Or;;;;;Vegetarien;;;;;Bordeaux;;;;Artiste;;;;;;;;;;;;;
CA_239;2026-04-25;37 min;Espagnol;Femme;36-45;Fidèle;;London;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Marine;Or;;;;;Vegetarien;;;;Styliste;Rouge;;;;;Yoga;;;;;;;;;;;;
CA_240;2026-04-28;43 min;Allemand;Femme;18-25;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;Banquier;;;;;;;;
CA_241;2026-04-28;31 min;Français;Femme;36-45;Fidèle;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;;Marine, Noir;Or;Cuir;Matières vegan;Sac à main;;Vegetarien;;;;;Rouge;;Montres;;;;;;Marketing;;;;;;;;;
CA_242;2026-04-29;46 min;Anglais;Femme;;VIP;;;;;;;;;;25k+;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Luxe;Beige, Gris, Noir;Or;Cuir;;;Cadeau;Aucun;;;;Styliste;Rouge;;Montres;;;;;;Marketing;Banquier;Electro;;;;;;;
CA_243;2026-04-29;34 min;Italien;Femme;36-45;Fidèle;;Milan;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;New York;;2.0;Français;Ingénieur;;;Marine, Noir;Or;;;;;Aucun;;;;;;;;;;Yoga;;;;Banquier;;;;;;;;
CA_244;2026-04-30;38 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Marine;Or;;;;;Aucun;;;;;Rouge;;;;;;Golf;;;;;;;;;;;
CA_245;2026-04-30;41 min;Allemand;Femme;;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Aucun;;;;;Bordeaux;;;;;;;;;;;;;;;;;
CA_246;2026-05-01;29 min;Français;Homme;26-35;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;Culturel;Gris, Noir, Blanc;Or;Cuir;;Sac à main;;Vegetarien;;;;Styliste;Rouge;;Montres;;;;;;;;Electro;;;;;;;
CA_247;2026-05-01;44 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Noir;Or;Cuir;;;Cadeau;Vegetarien;Exclusivité;;;Styliste;Cognac;;Montres;;;;;;;;;;;;;;;
CA_248;2026-05-02;33 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;;;;;Aucun;Exclusivité;;;;Cognac;;;;;;;;;;;;;;;Athlète;;
CA_249;2026-05-02;37 min;Espagnol;Femme;36-45;Fidèle;;London;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Vegetarien;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_250;2026-05-05;42 min;Allemand;Femme;;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;Tokyo;;;2.0;Français;;;Détente;Beige, Marine, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
CA_251;2026-05-05;30 min;Français;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Natation;;Gris, Blanc;Or;Cuir;Matières vegan;Sac à main;;Vegane;;;;Styliste;;;Montres;;;;;Vert;;;Electro;;;;;;;
CA_252;2026-05-06;43 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Noir, Marine;Or;Cuir;;;Cadeau;Aucun;;;;Styliste;Rouge;;Montres;;;;;;Marketing;Banquier;Electro;;;;;;;
CA_253;2026-05-06;34 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Vegetarien;;;;;;;;Médecin;;Yoga;;Bleu;;;;;;;;;;
CA_254;2026-05-07;36 min;Espagnol;Femme;46-55;VIP;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;Lin;;;Cadeau;Vegetarien;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_255;2026-05-07;39 min;Allemand;Femme;;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;;;;;Aucun;;;;;;;;;;;;Vert;;;;;;;;;;
CA_256;2026-05-08;31 min;Français;Femme;36-45;Nouveau;;;;;;;;;;;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Culturel;Noir;Or;Cuir, Lin;;Sac à main;;Vegetarien;;;;;Rouge, Cognac;;Montres;;;;;;;;;;;;;;;
CA_257;2026-05-08;45 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Gris, Marine, Noir;Or;Cuir;;;Cadeau;Pescetarien;Exclusivité;;;;;;;;;;;;;Banquier;;;;;;;;
CA_258;2026-05-09;33 min;Italien;Femme;36-45;VIP;;Milan;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;;Or;;;;;Aucun;;;;Styliste;;;;;Artiste;Yoga;;;;;;;;;;;;
CA_259;2026-05-09;37 min;Espagnol;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige, Marine;Or;;Matières vegan;;;Vegane;;;;;Rouge;;;;;;;;;;;;;;;;;
CA_260;2026-05-12;42 min;Allemand;Femme;;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;Lin;;;;Aucun;;;;;;;;;;;;;;;;;;;;;;
CA_261;2026-05-12;29 min;Français;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;;Matières vegan;Sac à main;;Vegane;Éthique / durable;;;;Rouge;;;;;Yoga;;;;;;;;Plaisir personnel;;;;
CA_262;2026-05-13;44 min;Anglais;Femme;;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Gris, Noir, Marine;Or;Cuir;;;Cadeau;Vegetarien;Exclusivité;;;;Cognac;;Montres;Avocat;;;;;;;;;;;;;;
CA_263;2026-05-13;35 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;Running;;Noir;Or;;;;;Aucun;Exclusivité;;;;Rouge;;;;;;;;;;;;;;;Athlète;;
CA_264;2026-05-14;38 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige;Or;;;;;Vegetarien;;;;;Cognac, Rouge;;;;;;;;;;;;;;;;;
CA_265;2026-05-14;40 min;Allemand;Femme;;Régulier;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige;Or;Lin;;;;Aucun;;;;;Cognac;;;;;;;;;;;;;;;;;
CA_266;2026-05-15;32 min;Français;Autre;36-45;Nouveau;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;;;;Noir, Marine;Argent, Or;Cuir, Lin;Matières vegan;Sac à main;;Vegetarien;Qualité & savoir-faire;;;;Rouge;;Montres;;;;;;;Banquier;;;;;;;;
CA_267;2026-05-15;46 min;Anglais;Homme;26-35;VIP;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir, Marine;Or;Cuir;;;Cadeau;Vegetarien;Exclusivité;;;;Rouge;;Montres;Médecin;;;;;;;;;;;;;;
CA_268;2026-05-16;34 min;Italien;Femme;36-45;Fidèle;;;;;;;;;;10–15k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Noir;Or;Lin;;;;Aucun;Exclusivité;;;Styliste;;;;;;;;;;;;;;;;;;
CA_269;2026-05-16;36 min;Espagnol;Femme;46-55;Fidèle;;;;;;;;;;5–10k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;Détente;Beige, Marine;Or;;;;;Vegetarien;;;;;Rouge;;;;;Yoga;;;;;;;;;;;;
CA_270;2026-05-19;43 min;Allemand;Femme;;Fidèle;;;;;;;;;;15–25k;;Rappeler;M+1;Email;;;;;;;2.0;Français;Ingénieur;;;Beige, Noir;Or;;;;;Aucun;;;;Styliste;;;;;;;;;;;;;;;;;;
